Episode ID,Network Utilization
489329956162510611,0.3151333333333334
930757109174977855,0.30833333333333335
998356350600999671,0.2802666666666667
182998723005729984,0.30913333333333337
38880438444696814,0.28733333333333333
189539172982251739,0.26619999999999994
180135284010369145,0.2847999999999999
920385491148532332,0.2417999999999999
431648007168140103,0.299
226677016915734690,0.2708
433156879152535020,0.29153333333333326
733535287346735555,0.32280000000000003
606217010504498008,0.33766666666666656
273482206398445366,0.3039333333333333
911459089328731919,0.31613333333333327
810518363148262229,0.3518666666666666
787757619345526295,0.32133333333333325
517795500087847955,0.3527999999999999
772476314630011053,0.3308
280216494765611540,0.3271333333333333
397985692661917484,0.31333333333333335
692449546318704046,0.3534
534758802151980628,0.3265999999999999
207202449872596246,0.30346666666666666
673891539484193654,0.33279999999999993
437546101032247739,0.31693333333333323
682745192012459088,0.311
772422004849608883,0.3171999999999999
544519988495806731,0.3379333333333333
301031411498723052,0.3500666666666667
523351264356071795,0.32926666666666665
42951152363993250,0.34106666666666663
546799394121491634,0.3394666666666667
483736705676305454,0.3212666666666667
198096737604015209,0.32639999999999997
112411150491617518,0.3485333333333333
163362268804579419,0.3463333333333333
995360791232429625,0.34266666666666673
706994819370000715,0.3530666666666667
646899671103445880,0.33593333333333325
586943466563174848,0.31966666666666665
414701659371074090,0.3297333333333333
680490422675897098,0.34640000000000004
436711500098872305,0.33333333333333326
787809638755755304,0.34526666666666656
266275014872605877,0.3283999999999999
442605752670436853,0.35286666666666666
798574226718771940,0.3472
950719201028995069,0.30499999999999994
130374175159225727,0.3264666666666667
333849305519590672,0.33
768932706325287604,0.34279999999999994
59749290722162435,0.3384
10387362830530328,0.3400666666666667
669110689359248583,0.33859999999999985
243762559074317995,0.3452666666666666
343373758011156125,0.31906666666666655
120912130594498990,0.3283999999999999
617391407560935185,0.32959999999999995
661487137153914174,0.3277333333333334
516406339010372603,0.3148666666666667
732714363600288214,0.32393333333333335
72785119967626693,0.3411333333333333
968531196092261481,0.33686666666666665
505647574424646351,0.32459999999999994
795709751731913228,0.308
400109597227166946,0.30159999999999987
139890066083278300,0.33833333333333343
780796874416439149,0.3175333333333332
762984627468039347,0.2836666666666666
499618996099017322,0.33779999999999993
602441345547071876,0.32159999999999994
173691115460339504,0.31273333333333325
290756189912493047,0.33699999999999997
445620228261805787,0.32686666666666664
467315353758965479,0.3363999999999999
463659342340505339,0.3319999999999999
462930134720880556,0.34086666666666665
672405656773513001,0.3492666666666667
653755908115915345,0.3544
172546830549740400,0.3424666666666667
196212698400466070,0.3056
394644583207825340,0.2955333333333333
517977623841755302,0.33126666666666654
425987802242893286,0.3221999999999999
285736204036853036,0.32006666666666667
29263688749155325,0.3208666666666667
252153411526565164,0.3174666666666667
654720136344882815,0.3649333333333332
882796922636003977,0.3458666666666667
183408833104701127,0.3685333333333333
768699802703043571,0.3181333333333333
952162568939643214,0.3304666666666665
373990501189110496,0.3420666666666667
851104531992199892,0.328
815825432562447645,0.35020000000000007
726908591863748024,0.3223333333333333
176606635098976468,0.33880000000000005
688014741012031602,0.3395333333333334
422408234589631316,0.35219999999999996
921367723580368110,0.32099999999999995
58189818866627893,0.30746666666666667
466128172248717602,0.3376666666666666
680236946554636674,0.3390666666666667
929103799396311689,0.3183999999999999
946884968986420938,0.3230666666666666
425452063189716611,0.35066666666666674
421726256437721866,0.3394666666666666
996762542114722913,0.3206666666666667
790627183647056429,0.30666666666666664
627701224976127874,0.34106666666666674
624252145066418898,0.3316
240175072931637772,0.35546666666666654
126158721297151560,0.35380000000000017
82773289392563199,0.30139999999999995
564284542666368375,0.2998666666666666
732101598663437833,0.3068666666666667
271937842657154154,0.3201333333333333
737213273469332299,0.3116
127068268829403424,0.3298666666666666
870705987417702199,0.3208666666666667
610370766679689339,0.3257999999999999
343521646947011782,0.3460666666666666
353979258479743583,0.35799999999999993
415485961651234856,0.3284666666666665
752083864772045564,0.3530666666666667
309512306629297653,0.3248
165933009741717382,0.3223333333333333
792172364508716670,0.3363333333333333
33734480353032356,0.3124
159943704555988882,0.3283333333333334
988398672750650068,0.317
925071944526369241,0.3137333333333333
561982886894623195,0.3136666666666666
887861906466699478,0.31286666666666657
652277844413274097,0.3494
467289700934897645,0.3124666666666667
903702657758248754,0.3369333333333333
227905306315471321,0.34279999999999994
887568379441955510,0.3526666666666667
441073821535872297,0.3028666666666667
138495625041863050,0.33059999999999995
905261894544116880,0.3327333333333333
49750220918638936,0.31479999999999997
520047856103386442,0.34746666666666665
393909954041354088,0.35306666666666664
496209958180525167,0.3329999999999999
896878310197046730,0.33060000000000006
770078223496321269,0.3602666666666666
319509619952907586,0.3272666666666666
334969304885923764,0.3437333333333333
437794383945033213,0.3259333333333333
880545783269430136,0.32133333333333336
637352554465131844,0.3202
680986078097247159,0.34146666666666664
98221365665045819,0.33133333333333337
57720858550870999,0.3302000000000001
487908567700731241,0.3266666666666667
945173201150276747,0.318
559016616341869093,0.35006666666666664
822468872195699061,0.33793333333333336
